OBJECT_TYPE,OBJECT_NAME,TECH_NAME,OBJECT_URI,OBJECT_VIT_URI,EXPANDABLE
DEVC/K,ZFIORI,ZFIORI,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZFIORI,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZFIORI,X
DEVC/K,ZFIORI_PO_PR_PC_PKG,ZFIORI_PO_PR_PC_PKG,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZFIORI_PO_PR_PC_PKG,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZFIORI_PO_PR_PC_PKG,X
DEVC/K,ZFIORI_SOLEX_PP,ZFIORI_SOLEX_PP,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZFIORI_SOLEX_PP,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZFIORI_SOLEX_PP,X
DEVC/K,ZFLE_ETIQ_PROD,ZFLE_ETIQ_PROD,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZFLE_ETIQ_PROD,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZFLE_ETIQ_PROD,X
DEVC/K,ZFM_FIORI,ZFM_FIORI,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZFM_FIORI,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZFM_FIORI,X
DEVC/K,ZFM_FIORI_FE,ZFM_FIORI_FE,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZFM_FIORI_FE,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZFM_FIORI_FE,X
DEVC/K,ZFORM,ZFORM,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZFORM,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZFORM,X
DEVC/K,ZFORMS,ZFORMS,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZFORMS,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZFORMS,X
DEVC/K,ZFPM_CHART_DEMO,ZFPM_CHART_DEMO,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZFPM_CHART_DEMO,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZFPM_CHART_DEMO,X
DEVC/K,ZFPM_SO_DEMO,ZFPM_SO_DEMO,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZFPM_SO_DEMO,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZFPM_SO_DEMO,X
DEVC/K,ZFRA_DEMO,ZFRA_DEMO,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZFRA_DEMO,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZFRA_DEMO,X
DEVC/K,ZFRML175,ZFRML175,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZFRML175,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZFRML175,X
DEVC/K,ZFSCMDM,ZFSCMDM,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZFSCMDM,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZFSCMDM,X
DEVC/K,ZGB1,ZGB1,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZGB1,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZGB1,X
DEVC/K,ZGLM,ZGLM,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZGLM,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZGLM,X
DEVC/K,ZGOLDEN_DEMO,ZGOLDEN_DEMO,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZGOLDEN_DEMO,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZGOLDEN_DEMO,X
DEVC/K,ZGTS,ZGTS,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZGTS,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZGTS,X
DEVC/K,ZGW4MS,ZGW4MS,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZGW4MS,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZGW4MS,X
DEVC/K,ZGWPAM_DEMO,ZGWPAM_DEMO,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZGWPAM_DEMO,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZGWPAM_DEMO,X
DEVC/K,ZGWS_HR_PAYMENT_PKG,ZGWS_HR_PAYMENT_PKG,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZGWS_HR_PAYMENT_PKG,/sap/bc/adt/vit/wb/object_type/devck/object_name/ZGWS_HR_PAYMENT_PKG,X
